order_id,customer_id,session_id,order_date,num_items,subtotal,discount,total,returned
O00000709,C000266,S00012564,2023-05-13,1,59.4,0.0,59.4,False
O00000710,C000267,S00012585,2023-09-26,1,45.9,0.0,45.9,False
O00000711,C000268,S00012642,2023-08-08,1,178.33,0.0,178.33,False
O00000712,C000268,S00012648,2023-10-17,1,36.94,0.0,36.94,False
O00000713,C000268,S00012662,2023-08-21,1,222.52,0.0,222.52,False
O00000714,C000272,S00012855,2023-08-09,1,284.82,0.0,284.82,False
O00000715,C000273,S00012862,2023-11-09,4,386.48,77.15,309.33,False
O00000716,C000273,S00012863,2023-09-14,4,456.86,0.0,456.86,False
O00000717,C000274,S00012909,2023-06-04,1,45.29,0.0,45.29,False
O00000718,C000278,S00013010,2023-06-24,1,103.15,0.0,103.15,False
O00000719,C000279,S00013054,2023-10-13,1,284.82,0.0,284.82,False
O00000720,C000280,S00013074,2023-02-10,3,145.63,0.0,145.63,False
O00000721,C000280,S00013076,2023-10-29,3,261.01,0.0,261.01,False
O00000722,C000280,S00013107,2023-03-23,3,432.74,0.0,432.74,True
O00000723,C000280,S00013111,2023-08-11,3,181.79,0.0,181.79,True
O00000724,C000280,S00013116,2023-05-18,3,135.5,0.0,135.5,False
O00000725,C000280,S00013126,2023-12-01,3,178.04,9.96,168.08,False
O00000726,C000280,S00013135,2023-04-15,3,265.91,0.0,265.91,False
O00000727,C000281,S00013139,2023-09-29,4,380.97,0.0,380.97,False
O00000728,C000281,S00013141,2023-11-04,4,400.25,77.88,322.37,False
O00000729,C000282,S00013151,2023-10-31,3,299.7,0.0,299.7,False
O00000730,C000282,S00013154,2023-07-16,3,207.98,0.0,207.98,False
O00000731,C000282,S00013159,2023-06-22,3,244.96,0.0,244.96,False
O00000732,C000282,S00013167,2023-11-07,3,410.71,63.98,346.73,True
O00000733,C000282,S00013169,2023-08-09,3,339.68,0.0,339.68,False
O00000734,C000283,S00013195,2023-08-31,3,313.4,0.0,313.4,False
O00000735,C000283,S00013207,2023-06-22,3,198.68,0.0,198.68,False
O00000736,C000283,S00013210,2023-07-14,3,305.44,0.0,305.44,False
O00000737,C000283,S00013216,2023-08-18,3,218.37,0.0,218.37,True
O00000738,C000283,S00013217,2023-07-30,3,220.58,0.0,220.58,False
O00000739,C000283,S00013232,2023-12-16,3,159.52,27.82,131.7,False
O00000740,C000283,S00013235,2023-10-28,3,356.87,0.0,356.87,False
O00000741,C000284,S00013245,2023-06-27,1,185.49,0.0,185.49,False
O00000742,C000284,S00013247,2023-05-25,1,185.49,0.0,185.49,False
O00000743,C000285,S00013281,2023-07-07,3,274.86,0.0,274.86,False
O00000744,C000285,S00013290,2023-09-17,3,249.14,0.0,249.14,False
O00000745,C000285,S00013296,2023-11-08,3,532.58,87.22,445.36,False
O00000746,C000285,S00013310,2023-06-12,3,229.78,0.0,229.78,False
O00000747,C000285,S00013311,2023-06-27,3,227.82,0.0,227.82,True
O00000748,C000285,S00013316,2023-06-16,3,292.93,0.0,292.93,False
O00000749,C000285,S00013321,2023-12-17,3,120.02,1.93,118.09,False
O00000750,C000287,S00013377,2023-05-03,3,301.44,0.0,301.44,False
O00000751,C000287,S00013382,2023-04-24,3,316.8,0.0,316.8,False
O00000752,C000287,S00013394,2023-11-24,3,229.26,36.23,193.03,False
O00000753,C000287,S00013402,2023-07-06,3,440.94,0.0,440.94,False
O00000754,C000287,S00013406,2023-10-20,3,286.42,0.0,286.42,False
O00000755,C000287,S00013410,2023-06-13,3,369.88,0.0,369.88,False
O00000756,C000287,S00013418,2023-06-16,3,108.83,0.0,108.83,False
O00000757,C000287,S00013439,2023-11-28,3,160.12,14.41,145.71,False
O00000758,C000288,S00013447,2023-08-03,4,384.9,0.0,384.9,False
O00000759,C000288,S00013452,2023-11-16,4,340.02,1.19,338.83,False
O00000760,C000289,S00013483,2023-11-25,1,185.49,23.64,161.85,False
O00000761,C000290,S00013508,2023-05-07,3,419.93,0.0,419.93,True
O00000762,C000290,S00013511,2023-05-16,3,314.27,0.0,314.27,False
O00000763,C000290,S00013513,2023-09-12,3,454.54,0.0,454.54,False
O00000764,C000290,S00013520,2023-09-25,3,94.04,0.0,94.04,True
O00000765,C000290,S00013523,2023-09-10,3,333.77,0.0,333.77,True
O00000766,C000290,S00013524,2023-05-16,3,330.12,0.0,330.12,True
O00000767,C000290,S00013542,2023-11-07,3,368.15,20.08,348.07,False
O00000768,C000290,S00013549,2023-11-01,3,147.24,15.6,131.64,False
O00000769,C000290,S00013550,2023-10-02,3,177.81,0.0,177.81,False
O00000770,C000290,S00013559,2023-09-19,3,171.0,0.0,171.0,False
O00000771,C000290,S00013562,2023-04-20,3,274.95,0.0,274.95,False
O00000772,C000290,S00013565,2023-07-12,3,227.83,0.0,227.83,False
O00000773,C000291,S00013578,2023-07-08,3,196.51,0.0,196.51,False
O00000774,C000291,S00013587,2023-09-28,3,222.64,0.0,222.64,False
O00000775,C000291,S00013588,2023-08-18,3,194.75,0.0,194.75,False
O00000776,C000291,S00013590,2023-08-16,3,349.68,0.0,349.68,False
O00000777,C000291,S00013599,2023-11-16,3,166.7,24.73,141.97,False
O00000778,C000291,S00013601,2023-07-15,3,137.28,0.0,137.28,False
O00000779,C000291,S00013605,2023-09-01,3,359.68,0.0,359.68,False
O00000780,C000292,S00013607,2023-09-20,3,293.74,0.0,293.74,False
O00000781,C000292,S00013618,2023-04-19,3,156.44,0.0,156.44,False
O00000782,C000292,S00013621,2023-10-12,3,369.23,0.0,369.23,False
O00000783,C000292,S00013642,2023-06-05,3,539.24,0.0,539.24,True
O00000784,C000292,S00013649,2023-08-05,3,287.6,0.0,287.6,False
O00000785,C000293,S00013688,2023-11-25,1,46.93,9.05,37.88,False
O00000786,C000294,S00013736,2023-08-07,1,95.36,0.0,95.36,True
O00000787,C000294,S00013742,2023-05-16,1,141.81,0.0,141.81,False
O00000788,C000297,S00013833,2023-10-10,3,399.12,0.0,399.12,False
O00000789,C000297,S00013844,2023-06-06,3,158.29,0.0,158.29,False
O00000790,C000297,S00013849,2023-12-10,3,301.08,25.48,275.6,False
O00000791,C000297,S00013852,2023-10-31,3,267.79,0.0,267.79,False
O00000792,C000297,S00013869,2023-10-14,3,553.8,0.0,553.8,False
O00000793,C000297,S00013871,2023-09-13,3,430.83,0.0,430.83,False
O00000794,C000298,S00013888,2023-10-01,1,73.27,0.0,73.27,False
O00000795,C000299,S00013953,2023-06-29,3,435.27,0.0,435.27,False
O00000796,C000299,S00013970,2023-08-01,3,556.63,0.0,556.63,True
O00000797,C000299,S00013974,2023-11-16,3,201.12,39.04,162.08,False
O00000798,C000299,S00013978,2023-05-05,3,477.64,0.0,477.64,False
O00000799,C000299,S00013982,2023-06-11,3,312.54,0.0,312.54,False
O00000800,C000299,S00013989,2023-07-30,3,568.58,0.0,568.58,False
O00000801,C000300,S00014013,2023-03-18,3,235.95,0.0,235.95,True
O00000802,C000300,S00014018,2023-10-14,3,495.34,0.0,495.34,False
O00000803,C000300,S00014026,2023-12-25,3,181.9,11.81,170.09,False
O00000804,C000300,S00014030,2023-10-17,3,351.29,0.0,351.29,False
O00000805,C000300,S00014044,2023-05-13,3,159.25,0.0,159.25,False
O00000806,C000300,S00014061,2023-12-13,3,348.55,29.83,318.72,False
O00000807,C000300,S00014062,2023-05-26,3,409.55,0.0,409.55,False
O00000808,C000300,S00014072,2023-10-14,3,202.08,0.0,202.08,False
O00000809,C000301,S00014105,2023-11-14,3,351.29,64.77,286.52,False
O00000810,C000301,S00014116,2023-10-16,3,366.43,0.0,366.43,False
O00000811,C000301,S00014120,2023-06-08,3,205.85,0.0,205.85,False
O00000812,C000301,S00014121,2023-11-15,3,315.89,8.19,307.7,False
O00000813,C000301,S00014123,2023-10-27,3,247.82,0.0,247.82,True
O00000814,C000301,S00014129,2023-09-11,3,281.46,0.0,281.46,False
O00000815,C000302,S00014130,2023-09-18,3,326.79,0.0,326.79,False
O00000816,C000302,S00014138,2023-09-15,3,155.95,0.0,155.95,False
O00000817,C000302,S00014144,2023-09-08,3,236.04,0.0,236.04,False
O00000818,C000302,S00014145,2023-03-15,3,193.31,0.0,193.31,False
O00000819,C000302,S00014151,2023-10-06,3,143.78,0.0,143.78,False
O00000820,C000302,S00014154,2023-09-25,3,515.97,0.0,515.97,False
O00000821,C000302,S00014158,2023-02-17,3,275.89,0.0,275.89,True
O00000822,C000302,S00014160,2023-06-14,3,239.15,0.0,239.15,False
O00000823,C000302,S00014162,2023-04-19,3,125.17,0.0,125.17,False
O00000824,C000302,S00014172,2023-10-01,3,192.51,0.0,192.51,False
O00000825,C000302,S00014175,2023-05-30,3,303.12,0.0,303.12,False
O00000826,C000302,S00014177,2023-10-10,3,205.6,0.0,205.6,False
O00000827,C000303,S00014186,2023-07-04,3,305.97,0.0,305.97,False
O00000828,C000303,S00014189,2023-10-07,3,106.73,0.0,106.73,False
O00000829,C000303,S00014195,2023-10-17,3,466.39,0.0,466.39,False
O00000830,C000303,S00014218,2023-09-07,3,372.03,0.0,372.03,True
O00000831,C000305,S00014275,2023-07-12,3,257.39,0.0,257.39,False
O00000832,C000305,S00014324,2023-10-19,3,236.37,0.0,236.37,True
O00000833,C000306,S00014340,2023-12-02,1,43.18,0.76,42.42,False
O00000834,C000306,S00014368,2023-12-02,1,108.41,3.34,105.07,True
O00000835,C000306,S00014372,2023-08-29,1,56.5,0.0,56.5,False
O00000836,C000307,S00014393,2023-11-17,1,284.82,13.71,271.11,False
O00000837,C000309,S00014502,2023-05-07,1,71.1,0.0,71.1,False
O00000838,C000310,S00014546,2023-08-16,1,138.06,0.0,138.06,False
O00000839,C000310,S00014552,2023-07-23,1,43.18,0.0,43.18,False
O00000840,C000310,S00014556,2023-06-28,1,103.15,0.0,103.15,False
O00000841,C000312,S00014644,2023-10-10,1,222.52,0.0,222.52,False
O00000842,C000313,S00014695,2023-11-04,3,679.2,63.58,615.62,False
O00000843,C000313,S00014705,2023-08-24,3,252.9,0.0,252.9,False
O00000844,C000313,S00014708,2023-05-19,3,95.32,0.0,95.32,False
O00000845,C000313,S00014729,2023-07-28,3,182.37,0.0,182.37,False
O00000846,C000313,S00014739,2023-09-25,3,282.77,0.0,282.77,True
O00000847,C000313,S00014740,2023-09-11,3,198.07,0.0,198.07,True
O00000848,C000314,S00014754,2023-09-15,1,44.66,0.0,44.66,False
O00000849,C000315,S00014778,2023-12-28,4,474.08,94.61,379.47,False
O00000850,C000316,S00014780,2023-08-15,4,524.19,0.0,524.19,False
O00000851,C000316,S00014784,2023-11-01,4,757.72,0.79,756.93,False
O00000852,C000316,S00014786,2023-10-23,4,408.0,0.0,408.0,True
O00000853,C000318,S00014814,2023-11-15,3,350.53,50.03,300.5,True
O00000854,C000318,S00014819,2023-09-15,3,255.87,0.0,255.87,True
O00000855,C000318,S00014845,2023-07-04,3,248.25,0.0,248.25,False
O00000856,C000318,S00014846,2023-12-20,3,251.53,45.43,206.1,False
O00000857,C000318,S00014848,2023-08-18,3,340.75,0.0,340.75,False
O00000858,C000319,S00014865,2023-10-26,3,429.72,0.0,429.72,False
O00000859,C000319,S00014866,2023-03-26,3,249.73,0.0,249.73,True
O00000860,C000319,S00014873,2023-08-28,3,132.64,0.0,132.64,False
O00000861,C000319,S00014877,2023-10-01,3,193.32,0.0,193.32,False
O00000862,C000319,S00014893,2023-11-11,3,286.15,45.25,240.9,True
O00000863,C000319,S00014904,2023-10-31,3,211.93,0.0,211.93,False
O00000864,C000320,S00014917,2023-04-18,3,341.16,0.0,341.16,False
O00000865,C000320,S00014919,2023-11-29,3,249.48,20.26,229.22,False
O00000866,C000320,S00014925,2023-07-30,3,622.09,0.0,622.09,False
O00000867,C000320,S00014926,2023-05-20,3,191.03,0.0,191.03,False
O00000868,C000320,S00014928,2023-11-05,3,332.79,57.37,275.42,False
O00000869,C000320,S00014929,2023-07-14,3,174.35,0.0,174.35,False
O00000870,C000320,S00014936,2023-07-14,3,205.53,0.0,205.53,False
O00000871,C000320,S00014944,2023-03-08,3,382.98,0.0,382.98,False
O00000872,C000320,S00014947,2023-04-03,3,282.1,0.0,282.1,False
O00000873,C000320,S00014953,2023-08-28,3,126.55,0.0,126.55,False
O00000874,C000320,S00014966,2023-02-18,3,447.77,0.0,447.77,False
O00000875,C000321,S00014994,2023-06-06,3,295.76,0.0,295.76,True
O00000876,C000321,S00015003,2023-09-15,3,251.91,0.0,251.91,False
O00000877,C000321,S00015008,2023-05-18,3,182.38,0.0,182.38,False
O00000878,C000321,S00015014,2023-07-30,3,141.11,0.0,141.11,False
O00000879,C000321,S00015020,2023-08-18,3,139.46,0.0,139.46,False
O00000880,C000321,S00015038,2023-05-06,3,159.97,0.0,159.97,False
O00000881,C000323,S00015087,2023-08-11,1,22.53,0.0,22.53,False
O00000882,C000323,S00015091,2023-10-04,1,37.22,0.0,37.22,False
O00000883,C000323,S00015109,2023-09-01,1,56.76,0.0,56.76,False
O00000884,C000324,S00015133,2023-10-04,3,360.4,0.0,360.4,False
O00000885,C000324,S00015139,2023-11-26,3,306.84,39.69,267.15,True
O00000886,C000324,S00015141,2023-05-26,3,270.54,0.0,270.54,True
O00000887,C000324,S00015158,2023-06-16,3,449.3,0.0,449.3,False
O00000888,C000324,S00015167,2023-05-01,3,444.68,0.0,444.68,True
O00000889,C000324,S00015171,2023-03-28,3,125.91,0.0,125.91,True
O00000890,C000324,S00015173,2023-09-09,3,362.2,0.0,362.2,False
O00000891,C000324,S00015182,2023-10-16,3,369.45,0.0,369.45,False
O00000892,C000325,S00015190,2023-10-15,3,100.26,0.0,100.26,False
O00000893,C000325,S00015191,2023-06-12,3,165.62,0.0,165.62,False
O00000894,C000325,S00015198,2023-05-07,3,443.9,0.0,443.9,False
O00000895,C000325,S00015212,2023-07-24,3,247.73,0.0,247.73,False
O00000896,C000325,S00015223,2023-10-23,3,183.1,0.0,183.1,False
O00000897,C000325,S00015231,2023-07-28,3,251.07,0.0,251.07,False
O00000898,C000326,S00015243,2023-07-15,3,268.78,0.0,268.78,True
O00000899,C000326,S00015244,2023-07-27,3,456.33,0.0,456.33,False
O00000900,C000326,S00015255,2023-10-19,3,205.94,0.0,205.94,False
O00000901,C000326,S00015256,2023-07-01,3,300.81,0.0,300.81,False
O00000902,C000326,S00015258,2023-06-03,3,331.85,0.0,331.85,False
O00000903,C000326,S00015265,2023-07-23,3,444.53,0.0,444.53,False
O00000904,C000326,S00015270,2023-09-14,3,640.22,0.0,640.22,False
O00000905,C000327,S00015275,2023-07-22,3,364.88,0.0,364.88,False
O00000906,C000327,S00015279,2023-09-27,3,224.75,0.0,224.75,False
O00000907,C000327,S00015283,2023-10-12,3,207.23,0.0,207.23,False
O00000908,C000327,S00015289,2023-11-23,3,226.15,30.22,195.93,False
O00000909,C000327,S00015299,2023-11-17,3,204.67,29.35,175.32,False
O00000910,C000327,S00015309,2023-10-13,3,145.42,0.0,145.42,False
O00000911,C000327,S00015318,2023-09-07,3,268.31,0.0,268.31,False
O00000912,C000327,S00015330,2023-09-10,3,445.14,0.0,445.14,False
O00000913,C000327,S00015333,2023-09-08,3,246.93,0.0,246.93,True
O00000914,C000328,S00015336,2023-12-06,3,364.88,48.98,315.9,False
O00000915,C000328,S00015338,2023-10-11,3,273.58,0.0,273.58,False
O00000916,C000328,S00015345,2023-12-05,3,231.54,37.7,193.84,False
O00000917,C000328,S00015348,2023-10-27,3,190.64,0.0,190.64,False
O00000918,C000328,S00015352,2023-10-15,3,697.97,0.0,697.97,True
O00000919,C000328,S00015354,2023-09-19,3,284.48,0.0,284.48,False
O00000920,C000328,S00015355,2023-11-27,3,302.8,27.96,274.84,False
O00000921,C000328,S00015357,2023-11-23,3,467.88,28.18,439.7,False
O00000922,C000328,S00015358,2023-10-20,3,223.1,0.0,223.1,False
O00000923,C000328,S00015360,2023-12-11,3,380.91,26.07,354.84,False
O00000924,C000329,S00015394,2023-11-24,1,61.24,8.43,52.81,True
O00000925,C000329,S00015402,2023-10-10,1,117.26,0.0,117.26,False
O00000926,C000331,S00015521,2023-05-07,1,59.03,0.0,59.03,True
O00000927,C000331,S00015539,2023-03-26,1,188.95,0.0,188.95,False
O00000928,C000332,S00015550,2023-07-04,3,154.98,0.0,154.98,False
O00000929,C000332,S00015553,2023-09-20,3,380.88,0.0,380.88,True
O00000930,C000332,S00015575,2023-05-02,3,512.57,0.0,512.57,False
O00000931,C000332,S00015591,2023-11-16,3,409.64,35.93,373.71,False
O00000932,C000332,S00015597,2023-09-16,3,381.78,0.0,381.78,False
O00000933,C000332,S00015605,2023-08-16,3,227.26,0.0,227.26,False
O00000934,C000332,S00015611,2023-12-08,3,147.57,7.37,140.2,True
O00000935,C000333,S00015615,2023-12-10,3,183.92,36.44,147.48,True
O00000936,C000333,S00015616,2023-09-16,3,305.69,0.0,305.69,False
O00000937,C000333,S00015624,2023-06-16,3,416.22,0.0,416.22,False
O00000938,C000333,S00015630,2023-10-08,3,421.85,0.0,421.85,False
O00000939,C000333,S00015637,2023-10-07,3,127.09,0.0,127.09,False
O00000940,C000333,S00015647,2023-12-20,3,145.58,28.52,117.06,False
O00000941,C000333,S00015652,2023-05-01,3,236.4,0.0,236.4,False
O00000942,C000333,S00015661,2023-10-08,3,135.99,0.0,135.99,False
O00000943,C000335,S00015736,2023-11-19,1,45.64,7.34,38.3,True
O00000944,C000336,S00015759,2023-03-10,1,18.15,0.0,18.15,False
O00000945,C000337,S00015837,2023-09-27,3,240.95,0.0,240.95,False
O00000946,C000337,S00015843,2023-09-12,3,299.59,0.0,299.59,False
O00000947,C000337,S00015862,2023-05-22,3,232.11,0.0,232.11,False
O00000948,C000338,S00015874,2023-08-02,3,172.16,0.0,172.16,False
O00000949,C000338,S00015876,2023-04-04,3,224.75,0.0,224.75,True
O00000950,C000338,S00015879,2023-10-15,3,282.17,0.0,282.17,True
O00000951,C000338,S00015885,2023-08-13,3,202.07,0.0,202.07,False
O00000952,C000338,S00015916,2023-07-26,3,299.28,0.0,299.28,True
O00000953,C000338,S00015919,2023-07-12,3,158.8,0.0,158.8,False
O00000954,C000339,S00015935,2023-08-01,1,95.79,0.0,95.79,True
O00000955,C000339,S00015954,2023-12-21,1,94.55,4.72,89.83,False
O00000956,C000341,S00016035,2023-09-01,1,65.05,0.0,65.05,False
O00000957,C000342,S00016072,2023-04-06,1,22.53,0.0,22.53,False
O00000958,C000342,S00016084,2023-03-06,1,138.06,0.0,138.06,False
O00000959,C000342,S00016094,2023-05-15,1,74.21,0.0,74.21,False
O00000960,C000342,S00016102,2023-07-09,1,85.07,0.0,85.07,False
O00000961,C000344,S00016145,2023-08-07,4,210.8,0.0,210.8,True
O00000962,C000344,S00016148,2023-08-27,4,420.51,0.0,420.51,False
O00000963,C000346,S00016227,2023-12-04,1,59.4,8.28,51.12,False
O00000964,C000348,S00016301,2023-09-10,1,185.49,0.0,185.49,False
O00000965,C000349,S00016336,2023-07-06,4,260.48,0.0,260.48,True
O00000966,C000349,S00016343,2023-06-20,4,247.13,0.0,247.13,False
O00000967,C000350,S00016358,2023-12-22,3,169.13,24.46,144.67,True
O00000968,C000350,S00016362,2023-06-27,3,160.21,0.0,160.21,False
O00000969,C000350,S00016363,2023-12-06,3,357.89,20.75,337.14,False
O00000970,C000350,S00016372,2023-05-22,3,316.85,0.0,316.85,True
O00000971,C000350,S00016375,2023-07-28,3,170.15,0.0,170.15,False
O00000972,C000350,S00016386,2023-09-05,3,100.05,0.0,100.05,False
O00000973,C000351,S00016398,2023-10-08,3,333.24,0.0,333.24,False
O00000974,C000351,S00016400,2023-06-13,3,246.63,0.0,246.63,False
O00000975,C000351,S00016410,2023-10-31,3,332.67,0.0,332.67,False
O00000976,C000351,S00016426,2023-10-08,3,463.44,0.0,463.44,False
O00000977,C000351,S00016428,2023-10-13,3,207.85,0.0,207.85,False
O00000978,C000352,S00016461,2023-08-20,1,43.18,0.0,43.18,False
O00000979,C000354,S00016536,2023-09-11,1,38.6,0.0,38.6,False
O00000980,C000354,S00016569,2023-05-06,1,36.94,0.0,36.94,False
O00000981,C000355,S00016579,2023-05-24,1,131.27,0.0,131.27,False
O00000982,C000355,S00016588,2023-12-09,1,39.54,2.41,37.13,True
O00000983,C000355,S00016607,2023-08-18,1,65.05,0.0,65.05,False
O00000984,C000358,S00016743,2023-08-02,4,226.72,0.0,226.72,False
O00000985,C000359,S00016792,2023-07-26,1,38.6,0.0,38.6,False
O00000986,C000360,S00016796,2023-06-01,4,250.61,0.0,250.61,False
O00000987,C000360,S00016798,2023-02-18,4,212.65,0.0,212.65,False
O00000988,C000361,S00016812,2023-08-31,3,116.86,0.0,116.86,False
O00000989,C000361,S00016815,2023-11-24,3,217.29,17.36,199.93,False
O00000990,C000361,S00016819,2023-11-11,3,224.96,29.83,195.13,False
O00000991,C000361,S00016830,2023-11-20,3,250.47,36.61,213.86,False
O00000992,C000362,S00016878,2023-03-16,1,38.6,0.0,38.6,False
O00000993,C000363,S00016958,2023-07-10,1,95.79,0.0,95.79,False
O00000994,C000364,S00016976,2023-06-27,1,382.47,0.0,382.47,False
O00000995,C000365,S00017019,2023-07-16,3,404.96,0.0,404.96,True
O00000996,C000365,S00017020,2023-08-06,3,186.01,0.0,186.01,False
O00000997,C000365,S00017024,2023-12-06,3,156.45,18.53,137.92,False
O00000998,C000365,S00017026,2023-09-01,3,461.72,0.0,461.72,False
O00000999,C000365,S00017027,2023-06-26,3,291.84,0.0,291.84,True
O00001000,C000366,S00017037,2023-08-20,1,61.66,0.0,61.66,False
O00001001,C000366,S00017111,2023-12-09,1,86.97,14.91,72.06,False
O00001002,C000367,S00017125,2023-07-17,1,284.82,0.0,284.82,False
O00001003,C000368,S00017148,2023-05-31,3,232.71,0.0,232.71,False
O00001004,C000368,S00017160,2023-05-09,3,298.94,0.0,298.94,False
O00001005,C000368,S00017163,2023-12-01,3,155.16,7.16,148.0,False
O00001006,C000368,S00017167,2023-08-22,3,80.69,0.0,80.69,False
O00001007,C000368,S00017185,2023-11-19,3,324.04,38.25,285.79,False
O00001008,C000368,S00017196,2023-05-19,3,124.25,0.0,124.25,False
O00001009,C000369,S00017206,2023-09-30,1,125.75,0.0,125.75,False
O00001010,C000369,S00017210,2023-05-19,1,69.5,0.0,69.5,False
O00001011,C000371,S00017314,2023-03-18,1,126.63,0.0,126.63,False
O00001012,C000372,S00017359,2023-05-28,1,110.92,0.0,110.92,False
O00001013,C000372,S00017360,2023-08-11,1,73.27,0.0,73.27,False
O00001014,C000374,S00017452,2023-07-07,1,71.1,0.0,71.1,False
O00001015,C000374,S00017455,2023-04-26,1,103.15,0.0,103.15,False
O00001016,C000375,S00017470,2023-07-05,1,195.19,0.0,195.19,False
O00001017,C000376,S00017497,2023-09-25,1,72.65,0.0,72.65,True
O00001018,C000376,S00017516,2023-12-08,1,94.55,11.62,82.93,False
O00001019,C000377,S00017537,2023-08-13,1,138.4,0.0,138.4,False
O00001020,C000377,S00017551,2023-07-17,1,36.94,0.0,36.94,False
O00001021,C000380,S00017631,2023-09-10,4,228.66,0.0,228.66,False
O00001022,C000384,S00017726,2023-07-11,1,115.25,0.0,115.25,False
O00001023,C000384,S00017742,2023-06-29,1,62.1,0.0,62.1,False
O00001024,C000384,S00017747,2023-05-07,1,103.15,0.0,103.15,False
O00001025,C000385,S00017805,2023-12-21,1,190.75,6.33,184.42,True
O00001026,C000387,S00017895,2023-04-27,3,265.57,0.0,265.57,True
O00001027,C000387,S00017900,2023-05-06,3,141.52,0.0,141.52,False
O00001028,C000387,S00017902,2023-09-20,3,294.61,0.0,294.61,False
O00001029,C000387,S00017903,2023-09-29,3,268.85,0.0,268.85,False
O00001030,C000387,S00017915,2023-07-13,3,272.46,0.0,272.46,True
O00001031,C000387,S00017933,2023-10-30,3,205.61,0.0,205.61,False
O00001032,C000387,S00017940,2023-04-04,3,284.59,0.0,284.59,False
O00001033,C000388,S00017960,2023-07-13,3,269.48,0.0,269.48,False
O00001034,C000388,S00017972,2023-07-16,3,519.19,0.0,519.19,False
O00001035,C000389,S00017984,2023-05-26,3,377.02,0.0,377.02,False
O00001036,C000389,S00017994,2023-07-29,3,245.61,0.0,245.61,False
O00001037,C000389,S00018006,2023-05-25,3,252.45,0.0,252.45,False
O00001038,C000389,S00018015,2023-04-27,3,294.54,0.0,294.54,False
O00001039,C000389,S00018017,2023-06-01,3,127.05,0.0,127.05,False
O00001040,C000389,S00018021,2023-04-27,3,244.81,0.0,244.81,False
O00001041,C000389,S00018025,2023-09-26,3,212.07,0.0,212.07,False
O00001042,C000389,S00018027,2023-03-24,3,275.7,0.0,275.7,True
O00001043,C000389,S00018030,2023-03-05,3,263.73,0.0,263.73,False
O00001044,C000390,S00018041,2023-04-29,1,69.5,0.0,69.5,False
O00001045,C000391,S00018112,2023-10-07,3,202.27,0.0,202.27,False
O00001046,C000391,S00018115,2023-07-12,3,415.06,0.0,415.06,False
O00001047,C000391,S00018125,2023-05-26,3,255.93,0.0,255.93,False
O00001048,C000391,S00018127,2023-03-07,3,301.49,0.0,301.49,False
O00001049,C000391,S00018129,2023-03-18,3,309.76,0.0,309.76,False
O00001050,C000391,S00018130,2023-12-17,3,291.91,35.49,256.42,False
O00001051,C000391,S00018155,2023-10-19,3,271.29,0.0,271.29,False
O00001052,C000392,S00018166,2023-12-22,1,13.5,2.11,11.39,False
O00001053,C000393,S00018216,2023-10-24,1,14.65,0.0,14.65,False
O00001054,C000393,S00018223,2023-04-02,1,33.3,0.0,33.3,False
O00001055,C000394,S00018289,2023-06-13,1,188.95,0.0,188.95,False
O00001056,C000394,S00018310,2023-04-14,1,45.64,0.0,45.64,False
O00001057,C000395,S00018322,2023-10-04,3,212.85,0.0,212.85,True
O00001058,C000395,S00018324,2023-12-03,3,236.1,17.48,218.62,False
O00001059,C000395,S00018331,2023-09-10,3,297.97,0.0,297.97,False
O00001060,C000395,S00018352,2023-09-16,3,350.37,0.0,350.37,False
O00001061,C000397,S00018419,2023-08-19,4,382.32,0.0,382.32,False
O00001062,C000400,S00018509,2023-07-29,3,156.14,0.0,156.14,False
O00001063,C000400,S00018532,2023-09-08,3,386.99,0.0,386.99,False
O00001064,C000401,S00018575,2023-08-11,3,429.59,0.0,429.59,False
O00001065,C000401,S00018581,2023-07-14,3,186.43,0.0,186.43,False
O00001066,C000401,S00018613,2023-06-29,3,250.71,0.0,250.71,False
O00001067,C000402,S00018618,2023-10-25,3,307.14,0.0,307.14,False
O00001068,C000402,S00018626,2023-12-02,3,349.8,18.46,331.34,True
O00001069,C000402,S00018630,2023-10-05,3,218.57,0.0,218.57,False
O00001070,C000402,S00018638,2023-12-18,3,373.53,66.54,306.99,False
O00001071,C000402,S00018643,2023-06-24,3,243.94,0.0,243.94,False
O00001072,C000402,S00018645,2023-12-19,3,173.78,19.28,154.5,False
O00001073,C000402,S00018647,2023-11-09,3,358.76,17.28,341.48,False
O00001074,C000404,S00018702,2023-04-02,1,38.6,0.0,38.6,True
O00001075,C000405,S00018728,2023-07-15,4,491.78,0.0,491.78,False
O00001076,C000406,S00018750,2023-10-21,1,95.41,0.0,95.41,False
O00001077,C000408,S00018830,2023-12-10,1,94.55,14.45,80.1,True
O00001078,C000408,S00018862,2023-07-20,1,50.27,0.0,50.27,False
O00001079,C000410,S00018955,2023-08-12,1,95.36,0.0,95.36,False
O00001080,C000411,S00018991,2023-12-24,3,231.33,39.73,191.6,False
O00001081,C000411,S00019004,2023-04-01,3,291.63,0.0,291.63,False
O00001082,C000411,S00019007,2023-11-08,3,210.81,29.72,181.09,False
O00001083,C000411,S00019010,2023-11-25,3,118.19,17.44,100.75,False
O00001084,C000411,S00019015,2023-10-15,3,108.09,0.0,108.09,False
O00001085,C000411,S00019018,2023-04-06,3,150.94,0.0,150.94,False
