customer_id,signup_date,acquisition_channel,country,email_subscriber,persona_actual
C003701,2023-06-23,organic_search,US,True,Bargain Hunter
C003702,2023-04-29,referral,US,False,Gift Shopper
C003703,2023-03-09,paid_search,CA,True,Impulse Buyer
C003704,2023-04-20,organic_search,AU,True,Window Shopper
C003705,2023-03-14,referral,AU,False,Window Shopper
C003706,2023-02-02,social,US,True,Loyal Customer
C003707,2023-07-19,organic_search,US,True,Window Shopper
C003708,2023-04-22,social,US,True,Window Shopper
C003709,2023-06-13,direct,CA,True,Bargain Hunter
C003710,2023-05-05,social,UK,True,Gift Shopper
C003711,2023-08-04,paid_search,DE,True,Window Shopper
C003712,2023-06-25,organic_search,AU,True,Window Shopper
C003713,2023-06-02,organic_search,CA,False,Bargain Hunter
C003714,2023-03-16,social,UK,False,Window Shopper
C003715,2023-05-31,paid_search,CA,True,Gift Shopper
C003716,2023-04-10,paid_search,CA,True,Impulse Buyer
C003717,2023-04-03,referral,DE,True,Window Shopper
C003718,2023-04-16,organic_search,US,True,Impulse Buyer
C003719,2023-03-31,paid_search,US,True,Impulse Buyer
C003720,2023-04-11,organic_search,US,True,Window Shopper
C003721,2023-04-05,paid_search,US,True,Loyal Customer
C003722,2023-06-02,paid_search,CA,True,Window Shopper
C003723,2023-03-07,organic_search,AU,False,Bargain Hunter
C003724,2023-03-15,organic_search,CA,True,Loyal Customer
C003725,2023-05-21,paid_search,US,False,Bargain Hunter
C003726,2023-04-20,paid_search,CA,True,Loyal Customer
C003727,2023-03-29,organic_search,AU,False,Window Shopper
C003728,2023-03-20,paid_search,CA,True,Bargain Hunter
C003729,2023-06-28,organic_search,US,True,Loyal Customer
C003730,2023-05-18,organic_search,AU,True,Bargain Hunter
C003731,2023-05-12,paid_search,DE,False,Impulse Buyer
C003732,2023-04-07,organic_search,DE,True,Window Shopper
C003733,2023-03-12,organic_search,UK,True,Window Shopper
C003734,2023-05-16,paid_search,US,False,Loyal Customer
C003735,2023-03-16,referral,US,True,Gift Shopper
C003736,2023-02-25,direct,UK,True,Window Shopper
C003737,2023-03-07,social,DE,True,Bargain Hunter
C003738,2023-04-10,email,US,True,Window Shopper
C003739,2023-04-04,direct,US,False,Gift Shopper
C003740,2023-03-16,social,US,True,Bargain Hunter
C003741,2023-01-25,social,US,True,Loyal Customer
C003742,2023-08-08,email,US,True,Window Shopper
C003743,2023-06-28,email,UK,True,Loyal Customer
C003744,2023-05-25,social,CA,True,Bargain Hunter
C003745,2023-03-21,social,US,True,Window Shopper
C003746,2023-03-29,email,AU,True,Window Shopper
C003747,2023-05-06,paid_search,DE,False,Bargain Hunter
C003748,2023-02-01,paid_search,US,True,Window Shopper
C003749,2023-05-09,referral,AU,True,Loyal Customer
C003750,2023-03-31,social,UK,True,Impulse Buyer
C003751,2023-03-05,organic_search,CA,True,Window Shopper
C003752,2023-08-18,organic_search,CA,True,Impulse Buyer
C003753,2023-04-21,direct,US,True,Window Shopper
C003754,2023-08-04,organic_search,DE,True,Bargain Hunter
C003755,2023-03-02,direct,CA,False,Window Shopper
C003756,2023-06-01,paid_search,US,False,Window Shopper
C003757,2023-03-28,organic_search,DE,False,Gift Shopper
C003758,2023-03-30,social,US,True,Window Shopper
C003759,2023-02-23,direct,US,True,Window Shopper
C003760,2023-03-31,social,AU,True,Bargain Hunter
C003761,2023-01-20,organic_search,US,False,Impulse Buyer
C003762,2023-03-14,direct,AU,True,Bargain Hunter
C003763,2023-03-19,organic_search,AU,True,Bargain Hunter
C003764,2023-01-26,paid_search,UK,False,Window Shopper
C003765,2023-01-10,email,US,True,Bargain Hunter
C003766,2023-05-10,email,US,True,Window Shopper
C003767,2023-04-04,direct,DE,True,Bargain Hunter
C003768,2023-05-26,organic_search,UK,True,Bargain Hunter
C003769,2023-03-22,email,AU,True,Impulse Buyer
C003770,2023-03-06,organic_search,CA,False,Bargain Hunter
C003771,2023-05-28,paid_search,DE,False,Window Shopper
C003772,2023-05-03,social,US,True,Bargain Hunter
C003773,2023-01-19,social,CA,True,Impulse Buyer
C003774,2023-03-16,direct,CA,True,Bargain Hunter
C003775,2023-05-15,social,DE,True,Bargain Hunter
C003776,2023-03-21,social,AU,False,Impulse Buyer
C003777,2023-04-26,organic_search,CA,False,Loyal Customer
C003778,2023-05-08,direct,US,True,Window Shopper
C003779,2023-03-13,email,CA,False,Window Shopper
C003780,2023-03-27,direct,AU,True,Impulse Buyer
C003781,2023-06-21,organic_search,DE,True,Loyal Customer
C003782,2023-01-15,social,UK,True,Loyal Customer
C003783,2023-02-06,organic_search,CA,True,Impulse Buyer
C003784,2023-06-20,direct,US,True,Bargain Hunter
C003785,2023-02-24,social,DE,True,Gift Shopper
C003786,2023-04-07,paid_search,UK,False,Window Shopper
C003787,2023-02-15,email,UK,True,Impulse Buyer
C003788,2023-02-08,direct,CA,True,Gift Shopper
C003789,2023-05-30,direct,UK,False,Impulse Buyer
C003790,2023-02-25,paid_search,UK,False,Impulse Buyer
C003791,2023-04-05,social,UK,True,Window Shopper
C003792,2023-02-11,paid_search,UK,True,Impulse Buyer
C003793,2023-02-23,paid_search,US,True,Bargain Hunter
C003794,2023-02-04,email,CA,False,Window Shopper
C003795,2023-05-17,paid_search,US,True,Bargain Hunter
C003796,2023-04-27,organic_search,AU,True,Impulse Buyer
C003797,2023-05-08,paid_search,US,True,Gift Shopper
C003798,2023-02-04,organic_search,UK,True,Loyal Customer
C003799,2023-03-12,paid_search,CA,True,Loyal Customer
C003800,2023-04-17,email,AU,False,Impulse Buyer
C003801,2023-03-11,paid_search,DE,True,Impulse Buyer
C003802,2023-06-21,direct,US,True,Impulse Buyer
C003803,2023-03-21,social,AU,True,Loyal Customer
C003804,2023-04-29,email,US,False,Bargain Hunter
C003805,2023-09-12,paid_search,DE,True,Bargain Hunter
C003806,2023-04-13,paid_search,AU,True,Loyal Customer
C003807,2023-03-20,social,DE,True,Gift Shopper
C003808,2023-04-18,organic_search,UK,True,Bargain Hunter
C003809,2023-05-19,paid_search,CA,True,Window Shopper
C003810,2023-05-14,paid_search,CA,True,Window Shopper
C003811,2023-04-19,social,US,True,Bargain Hunter
C003812,2023-05-09,paid_search,US,True,Bargain Hunter
C003813,2023-03-22,organic_search,US,True,Impulse Buyer
C003814,2023-03-31,organic_search,DE,True,Loyal Customer
C003815,2023-03-05,organic_search,US,True,Window Shopper
C003816,2023-01-09,direct,CA,False,Bargain Hunter
C003817,2023-04-16,organic_search,US,False,Bargain Hunter
C003818,2023-04-22,organic_search,US,False,Window Shopper
C003819,2023-03-30,direct,UK,False,Impulse Buyer
C003820,2023-05-23,organic_search,US,True,Impulse Buyer
C003821,2023-03-17,organic_search,US,True,Bargain Hunter
C003822,2023-03-28,email,CA,False,Gift Shopper
C003823,2023-05-03,organic_search,US,True,Bargain Hunter
C003824,2023-01-28,email,UK,True,Bargain Hunter
C003825,2023-05-24,direct,US,True,Bargain Hunter
C003826,2023-03-26,organic_search,US,False,Loyal Customer
C003827,2023-06-01,organic_search,US,False,Loyal Customer
C003828,2023-06-21,organic_search,US,False,Window Shopper
C003829,2023-06-02,social,CA,False,Loyal Customer
C003830,2023-04-09,paid_search,US,False,Window Shopper
C003831,2023-03-11,social,US,False,Impulse Buyer
C003832,2023-01-31,paid_search,UK,False,Gift Shopper
C003833,2023-07-08,social,US,False,Impulse Buyer
C003834,2023-09-08,direct,DE,True,Window Shopper
C003835,2023-02-24,paid_search,CA,True,Window Shopper
C003836,2023-03-14,social,AU,False,Bargain Hunter
C003837,2023-03-02,organic_search,US,False,Window Shopper
C003838,2023-04-03,paid_search,UK,True,Bargain Hunter
C003839,2023-04-30,direct,DE,True,Impulse Buyer
C003840,2023-02-22,direct,CA,True,Bargain Hunter
C003841,2023-04-06,paid_search,US,True,Bargain Hunter
C003842,2023-03-12,organic_search,UK,True,Bargain Hunter
C003843,2023-05-15,paid_search,UK,True,Window Shopper
C003844,2023-04-07,social,US,True,Loyal Customer
C003845,2023-02-23,organic_search,UK,True,Window Shopper
C003846,2023-04-04,email,DE,True,Loyal Customer
C003847,2023-03-21,organic_search,UK,True,Window Shopper
C003848,2023-08-21,social,US,False,Window Shopper
C003849,2023-06-15,paid_search,UK,True,Bargain Hunter
C003850,2023-08-24,social,UK,True,Gift Shopper
C003851,2023-05-27,organic_search,CA,True,Window Shopper
C003852,2023-02-06,social,CA,True,Window Shopper
C003853,2023-01-20,organic_search,US,True,Loyal Customer
C003854,2023-05-31,referral,DE,False,Impulse Buyer
C003855,2023-03-23,direct,US,True,Window Shopper
C003856,2023-01-08,social,US,True,Window Shopper
C003857,2023-02-13,organic_search,US,False,Impulse Buyer
C003858,2023-05-26,paid_search,CA,True,Bargain Hunter
C003859,2023-03-28,organic_search,CA,True,Gift Shopper
C003860,2023-03-23,paid_search,US,True,Loyal Customer
C003861,2023-06-25,paid_search,DE,True,Window Shopper
C003862,2023-06-12,paid_search,US,True,Window Shopper
C003863,2023-04-22,social,AU,False,Gift Shopper
C003864,2023-04-07,organic_search,AU,False,Loyal Customer
C003865,2023-02-11,direct,DE,False,Window Shopper
C003866,2023-02-07,email,US,False,Loyal Customer
C003867,2023-07-27,direct,DE,False,Bargain Hunter
C003868,2023-04-11,email,US,True,Window Shopper
C003869,2023-01-12,organic_search,DE,True,Loyal Customer
C003870,2023-07-03,social,CA,True,Impulse Buyer
C003871,2023-02-19,email,US,True,Bargain Hunter
C003872,2023-05-24,paid_search,DE,True,Bargain Hunter
C003873,2023-02-18,email,US,True,Impulse Buyer
C003874,2023-07-13,social,US,True,Impulse Buyer
C003875,2023-05-06,social,DE,True,Bargain Hunter
C003876,2023-02-22,social,US,False,Loyal Customer
C003877,2023-02-04,email,US,True,Loyal Customer
C003878,2023-03-09,paid_search,AU,False,Impulse Buyer
C003879,2023-02-25,social,CA,True,Loyal Customer
C003880,2023-02-22,paid_search,AU,True,Window Shopper
C003881,2023-02-09,organic_search,US,True,Bargain Hunter
C003882,2023-03-01,direct,US,True,Loyal Customer
C003883,2023-05-24,referral,UK,False,Bargain Hunter
C003884,2023-05-23,email,US,True,Bargain Hunter
C003885,2023-02-11,email,CA,True,Impulse Buyer
C003886,2023-07-18,email,AU,True,Bargain Hunter
C003887,2023-05-01,organic_search,UK,True,Impulse Buyer
C003888,2023-03-05,social,AU,False,Bargain Hunter
C003889,2023-06-19,organic_search,US,True,Window Shopper
C003890,2023-04-22,email,CA,True,Gift Shopper
C003891,2023-03-19,email,AU,True,Gift Shopper
C003892,2023-07-03,email,UK,True,Window Shopper
C003893,2023-06-29,paid_search,DE,True,Gift Shopper
C003894,2023-03-09,paid_search,UK,True,Gift Shopper
C003895,2023-04-29,email,DE,True,Impulse Buyer
C003896,2023-01-16,organic_search,US,False,Loyal Customer
C003897,2023-03-03,social,US,True,Window Shopper
C003898,2023-04-08,social,CA,True,Bargain Hunter
C003899,2023-02-25,email,DE,False,Gift Shopper
C003900,2023-04-26,social,UK,False,Window Shopper
C003901,2023-02-15,email,US,True,Window Shopper
C003902,2023-03-30,direct,AU,False,Loyal Customer
C003903,2023-03-16,organic_search,AU,False,Bargain Hunter
C003904,2023-04-12,paid_search,US,True,Window Shopper
C003905,2023-02-27,direct,UK,False,Loyal Customer
C003906,2023-03-15,social,DE,False,Gift Shopper
C003907,2023-06-23,organic_search,AU,True,Gift Shopper
C003908,2023-03-13,organic_search,CA,False,Bargain Hunter
C003909,2023-04-25,paid_search,US,True,Loyal Customer
C003910,2023-03-09,paid_search,CA,False,Loyal Customer
C003911,2023-02-18,referral,UK,False,Impulse Buyer
C003912,2023-03-23,social,UK,False,Bargain Hunter
C003913,2023-07-03,social,AU,False,Window Shopper
C003914,2023-04-05,organic_search,AU,True,Bargain Hunter
C003915,2023-02-19,referral,US,True,Window Shopper
C003916,2023-07-17,paid_search,US,True,Impulse Buyer
C003917,2023-04-04,paid_search,CA,True,Bargain Hunter
C003918,2023-02-20,direct,US,True,Bargain Hunter
C003919,2023-02-27,direct,AU,True,Loyal Customer
C003920,2023-05-08,email,UK,True,Loyal Customer
C003921,2023-03-15,email,US,True,Impulse Buyer
C003922,2023-03-21,social,DE,True,Loyal Customer
C003923,2023-04-04,organic_search,US,True,Gift Shopper
C003924,2023-06-29,paid_search,UK,False,Gift Shopper
C003925,2023-04-08,paid_search,US,True,Impulse Buyer
C003926,2023-03-06,direct,UK,True,Bargain Hunter
C003927,2023-05-07,direct,UK,True,Window Shopper
C003928,2023-05-30,social,US,True,Bargain Hunter
C003929,2023-08-24,paid_search,US,False,Impulse Buyer
C003930,2023-03-26,paid_search,AU,True,Bargain Hunter
C003931,2023-04-26,paid_search,CA,True,Bargain Hunter
C003932,2023-02-01,social,US,False,Bargain Hunter
C003933,2023-03-24,paid_search,US,True,Bargain Hunter
C003934,2023-06-12,email,UK,False,Bargain Hunter
C003935,2023-05-22,direct,US,False,Impulse Buyer
C003936,2023-03-03,social,UK,False,Window Shopper
C003937,2023-06-03,organic_search,CA,True,Impulse Buyer
C003938,2023-04-21,email,UK,True,Impulse Buyer
C003939,2023-02-20,email,CA,True,Bargain Hunter
C003940,2023-02-21,paid_search,UK,True,Impulse Buyer
C003941,2023-03-20,organic_search,CA,True,Window Shopper
C003942,2023-07-06,social,US,True,Loyal Customer
C003943,2023-02-07,paid_search,US,True,Loyal Customer
C003944,2023-04-22,paid_search,US,False,Impulse Buyer
C003945,2023-07-10,organic_search,UK,True,Window Shopper
C003946,2023-04-08,direct,US,True,Bargain Hunter
C003947,2023-02-10,email,AU,True,Bargain Hunter
C003948,2023-04-15,paid_search,AU,True,Loyal Customer
C003949,2023-03-12,paid_search,US,True,Bargain Hunter
C003950,2023-06-23,paid_search,CA,True,Impulse Buyer
C003951,2023-02-14,organic_search,DE,False,Impulse Buyer
C003952,2023-06-08,social,CA,True,Loyal Customer
C003953,2023-04-06,direct,UK,True,Loyal Customer
C003954,2023-05-23,organic_search,CA,True,Window Shopper
C003955,2023-02-25,email,AU,True,Window Shopper
C003956,2023-05-11,organic_search,UK,True,Window Shopper
C003957,2023-03-17,organic_search,US,False,Bargain Hunter
C003958,2023-04-22,organic_search,UK,True,Window Shopper
C003959,2023-02-11,email,US,True,Loyal Customer
C003960,2023-04-01,direct,AU,False,Impulse Buyer
C003961,2023-02-28,direct,DE,True,Impulse Buyer
C003962,2023-04-26,direct,US,True,Loyal Customer
C003963,2023-04-29,organic_search,UK,True,Window Shopper
C003964,2023-05-27,social,US,False,Window Shopper
C003965,2023-08-05,paid_search,US,False,Bargain Hunter
C003966,2023-01-30,social,US,True,Window Shopper
C003967,2023-04-16,email,AU,True,Window Shopper
C003968,2023-05-15,direct,US,True,Gift Shopper
C003969,2023-03-09,organic_search,US,True,Window Shopper
C003970,2023-02-16,direct,DE,True,Window Shopper
C003971,2023-08-16,organic_search,US,True,Window Shopper
C003972,2023-02-14,email,UK,False,Window Shopper
C003973,2023-04-13,paid_search,UK,False,Impulse Buyer
C003974,2023-03-31,paid_search,US,True,Window Shopper
C003975,2023-02-18,paid_search,CA,True,Window Shopper
C003976,2023-05-03,direct,US,False,Window Shopper
C003977,2023-07-14,social,AU,True,Impulse Buyer
C003978,2023-03-15,paid_search,US,True,Window Shopper
C003979,2023-05-07,organic_search,US,True,Impulse Buyer
C003980,2023-11-24,paid_search,UK,True,Bargain Hunter
C003981,2023-06-20,organic_search,US,True,Bargain Hunter
C003982,2023-04-19,direct,US,True,Bargain Hunter
C003983,2023-01-24,organic_search,CA,True,Window Shopper
C003984,2023-02-24,direct,US,True,Bargain Hunter
C003985,2023-03-28,social,US,True,Impulse Buyer
C003986,2023-07-28,email,US,False,Impulse Buyer
C003987,2023-04-21,organic_search,US,True,Bargain Hunter
C003988,2023-05-22,social,UK,True,Loyal Customer
C003989,2023-03-24,organic_search,AU,True,Impulse Buyer
C003990,2023-02-27,email,US,True,Window Shopper
C003991,2023-01-20,organic_search,UK,True,Bargain Hunter
C003992,2023-02-07,direct,US,True,Bargain Hunter
C003993,2023-02-13,organic_search,UK,True,Loyal Customer
C003994,2023-04-29,social,DE,True,Window Shopper
C003995,2023-01-30,social,US,True,Bargain Hunter
C003996,2023-03-07,direct,US,True,Gift Shopper
C003997,2023-04-11,direct,CA,False,Bargain Hunter
C003998,2023-02-19,organic_search,US,True,Gift Shopper
C003999,2023-03-29,email,US,True,Gift Shopper
C004000,2023-05-27,organic_search,UK,True,Window Shopper
C004001,2023-04-01,social,UK,False,Loyal Customer
C004002,2023-01-30,paid_search,US,True,Gift Shopper
C004003,2023-01-19,paid_search,US,False,Window Shopper
C004004,2023-03-13,direct,CA,True,Gift Shopper
C004005,2023-06-05,email,US,True,Bargain Hunter
C004006,2023-03-16,email,DE,False,Impulse Buyer
C004007,2023-04-08,social,UK,True,Bargain Hunter
C004008,2023-01-27,social,DE,True,Window Shopper
C004009,2023-03-20,organic_search,UK,True,Loyal Customer
C004010,2023-02-28,email,US,False,Window Shopper
C004011,2023-04-20,direct,CA,True,Window Shopper
C004012,2023-04-05,organic_search,US,True,Bargain Hunter
C004013,2023-04-16,paid_search,AU,True,Window Shopper
C004014,2023-03-13,referral,UK,True,Loyal Customer
C004015,2023-05-04,paid_search,DE,True,Loyal Customer
C004016,2023-05-10,organic_search,UK,True,Bargain Hunter
C004017,2023-02-22,paid_search,UK,True,Loyal Customer
C004018,2023-05-27,social,US,False,Loyal Customer
C004019,2023-05-26,social,US,False,Impulse Buyer
C004020,2023-06-13,social,CA,True,Impulse Buyer
C004021,2023-05-30,paid_search,DE,False,Window Shopper
C004022,2023-05-13,organic_search,US,True,Window Shopper
C004023,2023-05-07,direct,US,True,Bargain Hunter
C004024,2023-05-15,organic_search,US,True,Loyal Customer
C004025,2023-05-13,email,AU,True,Bargain Hunter
C004026,2023-04-01,paid_search,CA,True,Bargain Hunter
C004027,2023-03-30,paid_search,UK,True,Loyal Customer
C004028,2023-06-20,email,DE,True,Window Shopper
C004029,2023-04-26,social,CA,False,Gift Shopper
C004030,2023-03-15,organic_search,US,True,Loyal Customer
C004031,2023-04-15,organic_search,US,True,Window Shopper
C004032,2023-02-14,organic_search,UK,True,Loyal Customer
C004033,2023-07-02,direct,CA,True,Window Shopper
C004034,2023-03-21,email,DE,True,Window Shopper
C004035,2023-01-22,email,US,True,Bargain Hunter
C004036,2023-04-08,direct,CA,True,Window Shopper
C004037,2023-06-03,social,CA,False,Loyal Customer
C004038,2023-09-05,organic_search,US,True,Bargain Hunter
C004039,2023-05-20,direct,CA,True,Impulse Buyer
C004040,2023-04-15,direct,US,False,Impulse Buyer
C004041,2023-03-12,organic_search,CA,True,Window Shopper
C004042,2023-05-18,social,US,True,Loyal Customer
C004043,2023-07-07,direct,US,True,Window Shopper
C004044,2023-06-30,social,DE,False,Impulse Buyer
C004045,2023-05-20,email,UK,True,Impulse Buyer
C004046,2023-03-18,organic_search,US,False,Impulse Buyer
C004047,2023-05-22,paid_search,US,False,Window Shopper
C004048,2023-05-26,organic_search,US,True,Loyal Customer
C004049,2023-03-23,email,UK,True,Window Shopper
C004050,2023-03-30,paid_search,US,True,Impulse Buyer
C004051,2023-05-12,organic_search,US,True,Bargain Hunter
C004052,2023-02-05,social,US,False,Window Shopper
C004053,2023-05-25,paid_search,US,False,Window Shopper
C004054,2023-03-05,organic_search,US,True,Loyal Customer
C004055,2023-07-26,organic_search,US,True,Window Shopper
C004056,2023-04-03,organic_search,US,False,Window Shopper
C004057,2023-02-25,social,US,False,Bargain Hunter
C004058,2023-04-10,social,US,True,Bargain Hunter
C004059,2023-06-21,organic_search,UK,False,Window Shopper
C004060,2023-05-18,direct,UK,True,Window Shopper
C004061,2023-03-29,paid_search,US,False,Bargain Hunter
C004062,2023-04-16,direct,US,True,Loyal Customer
C004063,2023-08-08,direct,DE,True,Gift Shopper
C004064,2023-03-19,direct,US,False,Window Shopper
C004065,2023-05-25,direct,CA,True,Bargain Hunter
C004066,2023-04-05,email,US,True,Bargain Hunter
C004067,2023-05-26,social,DE,True,Window Shopper
C004068,2023-06-02,referral,US,True,Impulse Buyer
C004069,2023-03-30,referral,UK,True,Gift Shopper
C004070,2023-02-05,social,US,True,Loyal Customer
C004071,2023-01-14,social,DE,False,Window Shopper
C004072,2023-08-17,paid_search,CA,True,Window Shopper
C004073,2023-05-19,direct,CA,True,Bargain Hunter
C004074,2023-07-25,direct,US,True,Bargain Hunter
C004075,2023-03-10,direct,UK,True,Gift Shopper
C004076,2023-01-31,paid_search,US,True,Bargain Hunter
C004077,2023-04-03,direct,UK,False,Window Shopper
C004078,2023-02-15,organic_search,UK,False,Loyal Customer
C004079,2023-01-17,paid_search,AU,True,Window Shopper
C004080,2023-08-10,organic_search,US,True,Bargain Hunter
C004081,2023-02-12,paid_search,DE,True,Bargain Hunter
C004082,2023-09-17,email,UK,True,Impulse Buyer
C004083,2023-02-16,referral,US,False,Loyal Customer
C004084,2023-03-31,organic_search,US,True,Impulse Buyer
C004085,2023-05-12,paid_search,CA,True,Bargain Hunter
C004086,2023-04-11,social,CA,True,Impulse Buyer
C004087,2023-02-18,social,US,False,Bargain Hunter
C004088,2023-04-24,paid_search,US,True,Loyal Customer
C004089,2023-02-21,organic_search,DE,False,Loyal Customer
C004090,2023-05-05,direct,UK,True,Impulse Buyer
C004091,2023-07-08,organic_search,UK,True,Bargain Hunter
C004092,2023-03-06,social,CA,False,Impulse Buyer
C004093,2023-05-15,social,US,True,Window Shopper
C004094,2023-01-13,direct,US,True,Impulse Buyer
C004095,2023-06-05,social,US,True,Bargain Hunter
C004096,2023-07-07,social,AU,False,Impulse Buyer
C004097,2023-03-23,organic_search,AU,True,Bargain Hunter
C004098,2023-05-30,organic_search,UK,True,Impulse Buyer
C004099,2023-09-02,organic_search,CA,False,Impulse Buyer
C004100,2023-06-25,paid_search,US,True,Window Shopper
C004101,2023-03-21,email,US,True,Gift Shopper
C004102,2023-01-30,paid_search,US,False,Window Shopper
C004103,2023-03-21,organic_search,UK,False,Bargain Hunter
C004104,2023-06-28,direct,UK,True,Window Shopper
C004105,2023-03-30,social,US,True,Gift Shopper
C004106,2023-09-04,social,AU,False,Window Shopper
C004107,2023-03-13,email,US,False,Loyal Customer
C004108,2023-04-29,organic_search,DE,True,Window Shopper
C004109,2023-05-28,organic_search,US,True,Window Shopper
C004110,2023-03-16,paid_search,US,False,Window Shopper
C004111,2023-05-17,paid_search,CA,True,Bargain Hunter
C004112,2023-05-16,social,US,True,Bargain Hunter
C004113,2023-05-24,direct,US,False,Bargain Hunter
C004114,2023-03-02,social,US,False,Impulse Buyer
C004115,2023-02-23,social,AU,True,Impulse Buyer
C004116,2023-05-21,social,US,True,Gift Shopper
C004117,2023-04-23,referral,US,True,Window Shopper
C004118,2023-04-15,direct,DE,True,Impulse Buyer
C004119,2023-02-21,email,CA,True,Gift Shopper
C004120,2023-05-01,organic_search,DE,True,Window Shopper
C004121,2023-03-11,social,US,False,Impulse Buyer
C004122,2023-04-26,social,CA,False,Window Shopper
C004123,2023-09-04,social,US,True,Bargain Hunter
C004124,2023-04-26,paid_search,US,True,Bargain Hunter
C004125,2023-05-20,social,US,True,Window Shopper
C004126,2023-03-28,organic_search,CA,False,Bargain Hunter
C004127,2023-03-02,organic_search,AU,False,Impulse Buyer
C004128,2023-02-26,email,US,True,Impulse Buyer
C004129,2023-02-03,organic_search,UK,False,Bargain Hunter
C004130,2023-05-02,email,US,False,Window Shopper
C004131,2023-04-01,organic_search,UK,True,Gift Shopper
C004132,2023-04-11,email,US,False,Bargain Hunter
C004133,2023-06-22,direct,DE,False,Loyal Customer
C004134,2023-06-14,direct,DE,True,Loyal Customer
C004135,2023-04-04,paid_search,US,True,Impulse Buyer
C004136,2023-04-07,referral,CA,False,Window Shopper
C004137,2023-06-04,direct,UK,False,Bargain Hunter
C004138,2023-02-10,organic_search,DE,True,Loyal Customer
C004139,2023-05-26,direct,UK,True,Window Shopper
C004140,2023-04-22,social,CA,False,Bargain Hunter
C004141,2023-04-21,email,UK,True,Loyal Customer
C004142,2023-01-06,social,DE,True,Gift Shopper
C004143,2023-04-29,social,CA,True,Impulse Buyer
C004144,2023-01-29,email,CA,True,Impulse Buyer
C004145,2023-01-24,paid_search,DE,True,Bargain Hunter
C004146,2023-05-03,paid_search,CA,True,Window Shopper
C004147,2023-02-26,direct,US,True,Loyal Customer
C004148,2023-01-13,organic_search,CA,True,Window Shopper
C004149,2023-05-20,referral,CA,True,Window Shopper
C004150,2023-04-17,direct,AU,True,Gift Shopper
C004151,2023-02-19,paid_search,US,True,Window Shopper
C004152,2023-04-14,paid_search,US,False,Loyal Customer
C004153,2023-03-23,social,UK,True,Impulse Buyer
C004154,2023-02-20,direct,US,True,Loyal Customer
C004155,2023-04-29,paid_search,CA,True,Impulse Buyer
C004156,2023-02-24,social,CA,False,Window Shopper
C004157,2023-04-11,paid_search,UK,True,Window Shopper
C004158,2023-06-08,social,DE,True,Loyal Customer
C004159,2023-02-08,paid_search,US,True,Window Shopper
C004160,2023-01-23,direct,AU,True,Window Shopper
C004161,2023-01-27,email,US,False,Bargain Hunter
C004162,2023-05-07,paid_search,US,True,Gift Shopper
C004163,2023-02-03,email,CA,True,Impulse Buyer
C004164,2023-04-05,social,DE,False,Impulse Buyer
C004165,2023-03-05,paid_search,CA,True,Gift Shopper
C004166,2023-07-24,social,UK,False,Window Shopper
C004167,2023-02-13,paid_search,US,True,Window Shopper
C004168,2023-04-26,email,UK,True,Gift Shopper
C004169,2023-04-21,organic_search,US,True,Bargain Hunter
C004170,2023-03-31,organic_search,DE,True,Gift Shopper
C004171,2023-04-27,organic_search,CA,False,Window Shopper
C004172,2023-03-14,social,AU,False,Window Shopper
C004173,2023-04-15,referral,CA,False,Bargain Hunter
C004174,2023-03-06,paid_search,CA,True,Loyal Customer
C004175,2023-04-16,email,US,True,Impulse Buyer
C004176,2023-03-27,email,UK,True,Loyal Customer
C004177,2023-01-25,email,US,True,Window Shopper
C004178,2023-03-14,organic_search,UK,False,Window Shopper
C004179,2023-04-09,organic_search,CA,True,Window Shopper
C004180,2023-05-23,social,US,True,Impulse Buyer
C004181,2023-07-09,organic_search,UK,True,Impulse Buyer
C004182,2023-03-02,paid_search,CA,False,Loyal Customer
C004183,2023-03-31,paid_search,US,False,Loyal Customer
C004184,2023-04-28,organic_search,DE,True,Bargain Hunter
C004185,2023-01-22,email,UK,True,Window Shopper
C004186,2023-04-13,email,UK,True,Bargain Hunter
C004187,2023-08-16,email,CA,True,Impulse Buyer
C004188,2023-02-11,organic_search,US,True,Bargain Hunter
C004189,2023-03-13,direct,US,True,Bargain Hunter
C004190,2023-01-21,social,DE,True,Window Shopper
C004191,2023-08-04,organic_search,CA,False,Gift Shopper
C004192,2023-04-05,paid_search,UK,True,Loyal Customer
C004193,2023-08-12,organic_search,UK,True,Impulse Buyer
C004194,2023-04-12,direct,US,True,Bargain Hunter
C004195,2023-05-16,organic_search,AU,True,Impulse Buyer
C004196,2023-02-03,organic_search,AU,True,Gift Shopper
C004197,2023-08-04,email,US,True,Loyal Customer
C004198,2023-04-20,email,AU,False,Bargain Hunter
C004199,2023-06-07,paid_search,US,False,Bargain Hunter
C004200,2023-02-15,organic_search,US,True,Gift Shopper
C004201,2023-03-21,email,UK,True,Bargain Hunter
C004202,2023-01-19,referral,US,True,Window Shopper
C004203,2023-06-11,organic_search,DE,True,Gift Shopper
C004204,2023-05-11,paid_search,CA,True,Impulse Buyer
C004205,2023-04-27,paid_search,CA,True,Window Shopper
C004206,2023-05-13,organic_search,CA,True,Window Shopper
C004207,2023-04-22,paid_search,US,False,Window Shopper
C004208,2023-02-20,organic_search,AU,False,Loyal Customer
C004209,2023-05-16,paid_search,AU,True,Bargain Hunter
C004210,2023-04-21,organic_search,US,True,Window Shopper
